"","GeneID","Symbol","Description","Synonyms","GeneType","EnsemblGeneID","Status","ChrAcc","ChrStart","ChrStop","Orientation","Length","GOFunctionID","GOProcessID","GOComponentID","GOFunction","GOProcess","GOComponent"
"ZNF714",148206,"ZNF714","zinc finger protein 714","","protein-coding","ENSG00000160352","active","NC_000019.10","21082147","21125094","positive",8830,"GO:0000978///GO:0000981///GO:0046872","GO:0006355///GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///metal ion binding","regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II","nucleus"
"ZNF431",170959,"ZNF431","zinc finger protein 431","ZFP932","protein-coding","ENSG00000196705","active","NC_000019.10","21142009","21196053","positive",14150,"GO:0000978///GO:0000981///GO:0003682///GO:0046872","GO:0000122///GO:0006355///GO:0030154///GO:0043433","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///chromatin binding///metal ion binding","negative regulation of transcription by RNA polymerase II///regulation of DNA-templated transcription///cell differentiation///negative regulation of DNA-binding transcription factor activity","nucleus"
"ZNF708",7562,"ZNF708","zinc finger protein 708","KOX8|ZNF15|ZNF15L1","protein-coding","ENSG00000182141","active","NC_000019.10","21290385","21329439","negative",5114,"GO:0000978///GO:0000981///GO:0046872","GO:0006355///GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///metal ion binding","regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II","nucleus"
"ZNF738",148203,"ZNF738","zinc finger protein 738","","protein-coding","ENSG00000172687","active","NC_000019.10","21358930","21388582","positive",9406,"GO:0003677///GO:0004842///GO:0046872","GO:0000209///GO:0006355","GO:0005634","DNA binding///ubiquitin-protein transferase activity///metal ion binding","protein polyubiquitination///regulation of DNA-templated transcription","nucleus"
"ZNF493",284443,"ZNF493","zinc finger protein 493","","protein-coding","ENSG00000196268","active","NC_000019.10","21397133","21427577","positive",6358,"GO:0000978///GO:0001228///GO:0046872","GO:0006357///GO:0045944","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific///metal ion binding","regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II","nucleus"
"ZNF429",353088,"ZNF429","zinc finger protein 429","","protein-coding","ENSG00000197013","active","NC_000019.10","21505427","21541157","positive",10582,"GO:0000978///GO:0000981///GO:0046872","GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///metal ion binding","regulation of transcription by RNA polymerase II","nucleus"
"ZNF100",163227,"ZNF100","zinc finger protein 100","","protein-coding","ENSG00000197020","active","NC_000019.10","21722771","21767579","negative",5691,"GO:0000978///GO:0000981///GO:0005515///GO:0046872","GO:0006355///GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///protein binding///metal ion binding","regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II","nucleus"
"ZNF43",7594,"ZNF43","zinc finger protein 43","HTF6|KOX27|ZNF39L1","protein-coding","ENSG00000198521","active","NC_000019.10","21804946","21852095","negative",12089,"GO:0000978///GO:0001228///GO:0003677///GO:0046872","GO:0006357///GO:0045944","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///metal ion binding","regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II","nucleus"
"IPO5P1",100132815,"IPO5P1","importin 5 pseudogene 1","","pseudo","","active","NC_000019.10","23255053","23274251","negative",5511,"","","","","",""
"ZNF91",7644,"ZNF91","zinc finger protein 91","HPF7|HTF10","protein-coding","ENSG00000167232","active","NC_000019.10","23305004","23395527","negative",20393,"GO:0000978///GO:0001228///GO:0003700///GO:0008270","GO:0006357///GO:0045892///GO:0045944///GO:0070895","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA-binding transcription factor activity///zinc ion binding","regulation of transcription by RNA polymerase II///negative regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///negative regulation of transposon integration","nucleus"
"ZNF675",171392,"ZNF675","zinc finger protein 675","TBZF|TIZ","protein-coding","ENSG00000197372","active","NC_000019.10","23652801","23687212","negative",2311,"GO:0000978///GO:0000981///GO:0003677///GO:0005515///GO:0008270///GO:0031625","GO:0000122///GO:0006355///GO:0007249///GO:0010804///GO:0019221///GO:0032088///GO:0043508///GO:0045453///GO:0045671///GO:0046329///GO:2000660///GO:2000678","GO:0005634///GO:0048471","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA binding///protein binding///zinc ion binding///ubiquitin protein ligase binding","negative regulation of transcription by RNA polymerase II///regulation of DNA-templated transcription///I-kappaB kinase/NF-kappaB signaling///negative regulation of tumor necrosis factor-mediated signaling pathway///cytokine-mediated signaling pathway///negative regulation of NF-kappaB transcription factor activity///negative regulation of JUN kinase activity///bone resorption///negative regulation of osteoclast differentiation///negative regulation of JNK cascade///negative regulation of interleukin-1-mediated signaling pathway///negative regulation of transcription regulatory region DNA binding","nucleus///perinuclear region of cytoplasm"
"RPSA2",388524,"RPSA2","ribosomal protein SA 2","RPSAP58|RPSA_30_1642","protein-coding","ENSG00000288920","active","NC_000019.10","23763004","23835163","positive",5212,"","","","","",""
"ZNF254",9534,"ZNF254","zinc finger protein 254","BMZF-5|HD-ZNF1|ZNF539|ZNF91L","protein-coding","ENSG00000213096","active","NC_000019.10","24033405","24129968","positive",5684,"GO:0000978///GO:0000981///GO:0046872","GO:0000122///GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///metal ion binding","negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II","nucleus"
"LINC00662",148189,"LINC00662","long intergenic non-protein coding RNA 662","","ncRNA","ENSG00000261824","active","NC_000019.10","27790493","27793940","negative",2051,"","","","","",""
"LINC02987",101927151,"LINC02987","long intergenic non-protein coding RNA 2987","","ncRNA","ENSG00000267575","active","NC_000019.10","27793431","28024969","positive",8223,"","","","","",""
"UQCRFS1",7386,"UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","MC3DN10|RIP1|RIS1|RISP|UQCR5","protein-coding","ENSG00000169021","active","NC_000019.10","29205320","29213151","negative",3086,"GO:0005515///GO:0008121///GO:0016491///GO:0046872///GO:0051537","GO:0006122///GO:0022904///GO:0034551///GO:1902600","GO:0005739///GO:0005743///GO:0005750///GO:0005751","protein binding///ubiquinol-cytochrome-c reductase activity///oxidoreductase activity///metal ion binding///2 iron, 2 sulfur cluster binding","mitochondrial electron transport, ubiquinol to cytochrome c///respiratory electron transport chain///mitochondrial respiratory chain complex III assembly///proton transmembrane transport","mitochondrion///mitochondrial inner membrane///mitochondrial respiratory chain complex III///mitochondrial respiratory chain complex IV"
"POP4",10775,"POP4","POP4 homolog, ribonuclease P/MRP subunit","RPP29","protein-coding","ENSG00000105171","active","NC_000019.10","29606283","29617237","positive",2556,"GO:0004526///GO:0005515///GO:0033204","GO:0001682///GO:0006364///GO:0090502","GO:0000172///GO:0005654///GO:0005730///GO:0030677///GO:0030681","ribonuclease P activity///protein binding///ribonuclease P RNA binding","tRNA 5'-leader removal///rRNA processing///RNA phosphodiester bond hydrolysis, endonucleolytic","ribonuclease MRP complex///nucleoplasm///nucleolus///ribonuclease P complex///multimeric ribonuclease P complex"
"PLEKHF1",79156,"PLEKHF1","pleckstrin homology and FYVE domain containing 1","APPD|LAPF|PHAFIN1|ZFYVE15","protein-coding","ENSG00000166289","active","NC_000019.10","29665422","29675477","positive",3413,"GO:0005515///GO:0010314///GO:0032266///GO:0035091///GO:0046872///GO:0070273","GO:0006915///GO:0007032///GO:0008333///GO:0010508///GO:0016050///GO:0072659///GO:2001244","GO:0005634///GO:0005764///GO:0005765///GO:0005768///GO:0005769///GO:0010008///GO:0048471","protein binding///phosphatidylinositol-5-phosphate binding///phosphatidylinositol-3-phosphate binding///phosphatidylinositol binding///metal ion binding///phosphatidylinositol-4-phosphate binding","apoptotic process///endosome organization///endosome to lysosome transport///positive regulation of autophagy///vesicle organization///protein localization to plasma membrane///positive regulation of intrinsic apoptotic signaling pathway","nucleus///lysosome///lysosomal membrane///endosome///early endosome///endosome membrane///perinuclear region of cytoplasm"
"C19orf12",83636,"C19orf12","chromosome 19 open reading frame 12","MPAN|NBIA3|NBIA4|SPG43","protein-coding","ENSG00000131943","active","NC_000019.10","29698886","29715789","negative",8984,"","GO:0006914///GO:0006915///GO:0006979///GO:0051560","GO:0005739///GO:0005783///GO:0005829///GO:0031966","","autophagy///apoptotic process///response to oxidative stress///mitochondrial calcium ion homeostasis","mitochondrion///endoplasmic reticulum///cytosol///mitochondrial membrane"
"CCNE1",898,"CCNE1","cyclin E1","CCNE|pCCNE1","protein-coding","ENSG00000105173","active","NC_000019.10","29811991","29824312","positive",1954,"GO:0005515///GO:0016301///GO:0016538///GO:0019901","GO:0000079///GO:0000082///GO:0000122///GO:0000723///GO:0006270///GO:0006468///GO:0007129///GO:0016055///GO:0032880///GO:0044772///GO:0051301///GO:1902462","GO:0000307///GO:0005634///GO:0005654///GO:0005737///GO:0005813///GO:0005829///GO:0097134","protein binding///kinase activity///cyclin-dependent protein serine/threonine kinase regulator activity///protein kinase binding","regulation of cyclin-dependent protein serine/threonine kinase activity///G1/S transition of mitotic cell cycle///negative regulation of transcription by RNA polymerase II///telomere maintenance///DNA replication initiation///protein phosphorylation///homologous chromosome pairing at meiosis///Wnt signaling pathway///regulation of protein localization///mitotic cell cycle phase transition///cell division///positive regulation of mesenchymal stem cell proliferation","cyclin-dependent protein kinase holoenzyme complex///nucleus///nucleoplasm///cytoplasm///centrosome///cytosol///cyclin E1-CDK2 complex"
"URI1",8725,"URI1","URI1 prefoldin like chaperone","C19orf2|NNX3|PPP1R19|RMP|URI","protein-coding","ENSG00000105176","active","NC_000019.10","29923650","30016612","positive",4208,"GO:0000993///GO:0003682///GO:0003714///GO:0004864///GO:0005515///GO:0019212///GO:0051219","GO:0000122///GO:0001558///GO:0006357///GO:0009615///GO:0010923///GO:0050821///GO:0071363///GO:0071383///GO:2001243","GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005829///GO:0030425///GO:0101031///GO:1990062","RNA polymerase II complex binding///chromatin binding///transcription corepressor activity///protein phosphatase inhibitor activity///protein binding///phosphatase inhibitor activity///phosphoprotein binding","negative regulation of transcription by RNA polymerase II///regulation of cell growth///regulation of transcription by RNA polymerase II///response to virus///negative regulation of phosphatase activity///protein stabilization///cellular response to growth factor stimulus///cellular response to steroid hormone stimulus///negative regulation of intrinsic apoptotic signaling pathway","nucleus///nucleoplasm///cytoplasm///mitochondrion///cytosol///dendrite///chaperone complex///RPAP3/R2TP/prefoldin-like complex"
"TSHZ3",57616,"TSHZ3","teashirt zinc finger homeobox 3","TSH3|ZNF537","protein-coding","ENSG00000121297","active","NC_000019.10","31149876","31349436","negative",7624,"GO:0000981///GO:0003677///GO:0003682///GO:0005515///GO:0046872","GO:0002087///GO:0006357///GO:0045892///GO:0051968///GO:0060291","GO:0000785///GO:0005634///GO:0005654///GO:0005886///GO:0030426","DNA-binding transcription factor activity, RNA polymerase II-specific///DNA binding///chromatin binding///protein binding///metal ion binding","regulation of respiratory gaseous exchange by nervous system process///regulation of transcription by RNA polymerase II///negative regulation of DNA-templated transcription///positive regulation of synaptic transmission, glutamatergic///long-term synaptic potentiation","chromatin///nucleus///nucleoplasm///plasma membrane///growth cone"
"DPY19L3",147991,"DPY19L3","dpy-19 like C-mannosyltransferase 3","","protein-coding","ENSG00000178904","active","NC_000019.10","32405765","32485890","positive",10817,"GO:0000030","GO:0018406","GO:0005637","mannosyltransferase activity","protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan","nuclear inner membrane"
"PDCD5",9141,"PDCD5","programmed cell death 5","TFAR19","protein-coding","ENSG00000105185","active","NC_000019.10","32581190","32587453","positive",1876,"GO:0003677///GO:0005515///GO:0008201///GO:0010698///GO:0048487","GO:0006915///GO:0008285///GO:0010628///GO:0043065///GO:0043280///GO:0071560///GO:0090200///GO:1903638///GO:1903645","GO:0005634///GO:0005737///GO:0005829///GO:0070062","DNA binding///protein binding///heparin binding///acetyltransferase activator activity///beta-tubulin binding","apoptotic process///negative regulation of cell population proliferation///positive regulation of gene expression///positive regulation of apoptotic process///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///cellular response to transforming growth factor beta stimulus///positive regulation of release of cytochrome c from mitochondria///positive regulation of protein insertion into mitochondrial outer membrane///negative regulation of chaperone-mediated protein folding","nucleus///cytoplasm///cytosol///extracellular exosome"
"ANKRD27",84079,"ANKRD27","ankyrin repeat domain 27","PP12899|VARP","protein-coding","ENSG00000105186","active","NC_000019.10","32597005","32675215","negative",4487,"GO:0000149///GO:0005085///GO:0005096///GO:0005515///GO:0031267","GO:0010976///GO:0015031///GO:0032456///GO:0035544///GO:0035646///GO:0045022///GO:0048812///GO:0050775///GO:0050790","GO:0005764///GO:0005769///GO:0005770///GO:0005829///GO:0005886///GO:0016020///GO:0030133///GO:0030659///GO:0042470///GO:0043005///GO:0043231///GO:0097422","SNARE binding///guanyl-nucleotide exchange factor activity///GTPase activator activity///protein binding///small GTPase binding","positive regulation of neuron projection development///protein transport///endocytic recycling///negative regulation of SNARE complex assembly///endosome to melanosome transport///early endosome to late endosome transport///neuron projection morphogenesis///positive regulation of dendrite morphogenesis///regulation of catalytic activity","lysosome///early endosome///late endosome///cytosol///plasma membrane///membrane///transport vesicle///cytoplasmic vesicle membrane///melanosome///neuron projection///intracellular membrane-bounded organelle///tubular endosome"
"NUDT19",390916,"NUDT19","nudix hydrolase 19","RP2","protein-coding","ENSG00000213965","active","NC_000019.10","32691363","32713796","positive",3791,"GO:0000287///GO:0010945///GO:0106399","GO:0008150///GO:0009062///GO:0015938///GO:0036114///GO:0044580///GO:1901289///GO:1902858///GO:2001294","GO:0005575///GO:0005782///GO:0005829","magnesium ion binding///CoA pyrophosphatase activity///acyl-coenzyme A diphosphatase activity","biological_process///fatty acid catabolic process///coenzyme A catabolic process///medium-chain fatty-acyl-CoA catabolic process///butyryl-CoA catabolic process///succinyl-CoA catabolic process///propionyl-CoA metabolic process///malonyl-CoA catabolic process","cellular_component///peroxisomal matrix///cytosol"
"CEP89",84902,"CEP89","centrosomal protein 89","CCDC123|CEP123","protein-coding","ENSG00000121289","active","NC_000019.10","32875925","32972024","negative",5937,"GO:0005515","GO:0007005///GO:0007268///GO:0060271///GO:1905515","GO:0000922///GO:0005758///GO:0005813///GO:0005814///GO:0005829///GO:0005886///GO:0031514///GO:0045202///GO:0097539///GO:0097730","protein binding","mitochondrion organization///chemical synaptic transmission///cilium assembly///non-motile cilium assembly","spindle pole///mitochondrial intermembrane space///centrosome///centriole///cytosol///plasma membrane///motile cilium///synapse///ciliary transition fiber///non-motile cilium"
"FAAP24",91442,"FAAP24","FA core complex associated protein 24","C19orf40","protein-coding","ENSG00000131944","active","NC_000019.10","32972212","32978229","positive",2343,"GO:0003677///GO:0003682///GO:0005515","GO:0036297","GO:0000785///GO:0005654///GO:0043231///GO:0043240///GO:0071821","DNA binding///chromatin binding///protein binding","interstrand cross-link repair","chromatin///nucleoplasm///intracellular membrane-bounded organelle///Fanconi anaemia nuclear complex///FANCM-MHF complex"
"GPATCH1",55094,"GPATCH1","G-patch domain containing 1","ECGP|GPATC1","protein-coding","ENSG00000076650","active","NC_000019.10","33080880","33130542","positive",3613,"GO:0003723","GO:0000398","GO:0005634///GO:0071013","RNA binding","mRNA splicing, via spliceosome","nucleus///catalytic step 2 spliceosome"
"LRP3",4037,"LRP3","LDL receptor related protein 3","","protein-coding","ENSG00000130881","active","NC_000019.10","33194330","33208864","positive",4103,"","GO:0006898///GO:0010628///GO:0010629///GO:0045599///GO:0045669///GO:0150104","GO:0005886///GO:0005905///GO:0016020","","receptor-mediated endocytosis///positive regulation of gene expression///negative regulation of gene expression///negative regulation of fat cell differentiation///positive regulation of osteoblast differentiation///transport across blood-brain barrier","plasma membrane///clathrin-coated pit///membrane"
"CEBPA",1050,"CEBPA","CCAAT enhancer binding protein alpha","C/EBP-alpha|CEBP","protein-coding","ENSG00000245848","active","NC_000019.10","33299934","33302564","negative",2631,"GO:0000976///GO:0000978///GO:0000981///GO:0001228///GO:0003677///GO:0003700///GO:0005515///GO:0019900///GO:0031490///GO:0042802///GO:0042803///GO:0061629///GO:0097677","GO:0000050///GO:0000122///GO:0001889///GO:0001892///GO:0002070///GO:0006091///GO:0006355///GO:0006357///GO:0007005///GO:0007219///GO:0008203///GO:0008285///GO:0010628///GO:0019221///GO:0030099///GO:0030225///GO:0030324///GO:0030851///GO:0032436///GO:0042593///GO:0043032///GO:0045444///GO:0045600///GO:0045669///GO:0045736///GO:0045892///GO:0045944///GO:0048839///GO:0050729///GO:0050872///GO:0050873///GO:0055088///GO:0070102///GO:0071285///GO:0071356///GO:0071407///GO:0071425///GO:0140467///GO:1902034","GO:0000785///GO:0005634///GO:0005654///GO:0005667///GO:0005730///GO:0036488///GO:0043231///GO:0090575///GO:1990647","transcription cis-regulatory region binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein binding///kinase binding///chromatin DNA binding///identical protein binding///protein homodimerization activity///RNA polymerase II-specific DNA-binding transcription factor binding///STAT family protein binding","urea cycle///negative regulation of transcription by RNA polymerase II///liver development///embryonic placenta development///epithelial cell maturation///generation of precursor metabolites and energy///regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II///mitochondrion organization///Notch signaling pathway///cholesterol metabolic process///negative regulation of cell population proliferation///positive regulation of gene expression///cytokine-mediated signaling pathway///myeloid cell differentiation///macrophage differentiation///lung development///granulocyte differentiation///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///glucose homeostasis///positive regulation of macrophage activation///fat cell differentiation///positive regulation of fat cell differentiation///positive regulation of osteoblast differentiation///negative regulation of cyclin-dependent protein serine/threonine kinase activity///negative regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///inner ear development///positive regulation of inflammatory response///white fat cell differentiation///brown fat cell differentiation///lipid homeostasis///interleukin-6-mediated signaling pathway///cellular response to lithium ion///cellular response to tumor necrosis factor///cellular response to organic cyclic compound///hematopoietic stem cell proliferation///integrated stress response signaling///negative regulation of hematopoietic stem cell proliferation","chromatin///nucleus///nucleoplasm///transcription regulator complex///nucleolus///CHOP-C/EBP complex///intracellular membrane-bounded organelle///RNA polymerase II transcription regulator complex///C/EBP complex"
"CEBPA-DT",80054,"CEBPA-DT","CEBPA divergent transcript","ADINR|CEBPA-AS1","ncRNA","ENSG00000267296","active","NC_000019.10","33302821","33305057","positive",2237,"","","","","",""
"CEBPG",1054,"CEBPG","CCAAT enhancer binding protein gamma","GPE1BP|IG/EBP-1","protein-coding","ENSG00000153879","active","NC_000019.10","33373709","33382686","positive",4246,"GO:0000978///GO:0000981///GO:0001228///GO:0003677///GO:0005515///GO:0042802///GO:0043565///GO:0140297///GO:1990837","GO:0001889///GO:0006357///GO:0006955///GO:0016071///GO:0030183///GO:0032729///GO:0042267///GO:0043353///GO:0043388///GO:0043433///GO:0045739///GO:0045944///GO:0051091///GO:0140467","GO:0000785///GO:0005634///GO:0005654///GO:0090575","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///protein binding///identical protein binding///sequence-specific DNA binding///DNA-binding transcription factor binding///sequence-specific double-stranded DNA binding","liver development///regulation of transcription by RNA polymerase II///immune response///mRNA metabolic process///B cell differentiation///positive regulation of type II interferon production///natural killer cell mediated cytotoxicity///enucleate erythrocyte differentiation///positive regulation of DNA binding///negative regulation of DNA-binding transcription factor activity///positive regulation of DNA repair///positive regulation of transcription by RNA polymerase II///positive regulation of DNA-binding transcription factor activity///integrated stress response signaling","chromatin///nucleus///nucleoplasm///RNA polymerase II transcription regulator complex"
"PEPD",5184,"PEPD","peptidase D","PROLIDASE","protein-coding","ENSG00000124299","active","NC_000019.10","33386950","33521791","negative",1907,"GO:0004181///GO:0005515///GO:0008233///GO:0030145///GO:0070006///GO:0102009","GO:0006508///GO:0006520///GO:0030574","GO:0070062","metallocarboxypeptidase activity///protein binding///peptidase activity///manganese ion binding///metalloaminopeptidase activity///proline dipeptidase activity","proteolysis///amino acid metabolic process///collagen catabolic process","extracellular exosome"
"KCTD15",79047,"KCTD15","potassium channel tetramerization domain containing 15","","protein-coding","ENSG00000153885","active","NC_000019.10","33795540","33815761","positive",5907,"GO:0005515///GO:0042802","GO:0051260","GO:0005634","protein binding///identical protein binding","protein homooligomerization","nucleus"
"LSM14A",26065,"LSM14A","LSM14A mRNA processing body assembly factor","C19orf13|FAM61A|RAP55|RAP55A","protein-coding","ENSG00000257103","active","NC_000019.10","34172499","34229515","positive",6153,"GO:0003690///GO:0003723///GO:0003725///GO:0003727///GO:0003729///GO:0005515","GO:0017148///GO:0033962///GO:0034063///GO:0039529///GO:0051607///GO:0060340///GO:0090307","GO:0000932///GO:0005737///GO:0005829///GO:0010494///GO:0036464///GO:0072686///GO:1990124","double-stranded DNA binding///RNA binding///double-stranded RNA binding///single-stranded RNA binding///mRNA binding///protein binding","negative regulation of translation///P-body assembly///stress granule assembly///RIG-I signaling pathway///defense response to virus///positive regulation of type I interferon-mediated signaling pathway///mitotic spindle assembly","P-body///cytoplasm///cytosol///cytoplasmic stress granule///cytoplasmic ribonucleoprotein granule///mitotic spindle///messenger ribonucleoprotein complex"
"GARRE1",9710,"GARRE1","granule associated Rac and RHOG effector 1","KIAA0355","protein-coding","ENSG00000166398","active","NC_000019.10","34254554","34355571","positive",6685,"GO:0005515///GO:0031267///GO:1905762","GO:0016601","GO:0000932///GO:0005829","protein binding///small GTPase binding///CCR4-NOT complex binding","Rac protein signal transduction","P-body///cytosol"
"GPI",2821,"GPI","glucose-6-phosphate isomerase","AMF|GNPI|NLK|PGI|PHI|SA-36|SA36","protein-coding","ENSG00000105220","active","NC_000019.10","34353330","34402413","positive",11043,"GO:0004347///GO:0005125///GO:0005515///GO:0008083///GO:0031625///GO:0048029///GO:0097367","GO:0001701///GO:0001707///GO:0002639///GO:0005975///GO:0006094///GO:0006096///GO:0006959///GO:0007165///GO:0007599///GO:0007611///GO:0010595///GO:0032355///GO:0032570///GO:0033574///GO:0034101///GO:0035902///GO:0035994///GO:0042593///GO:0043154///GO:0043278///GO:0043524///GO:0046686///GO:0051156","GO:0005576///GO:0005654///GO:0005829///GO:0005886///GO:0016020///GO:0034774///GO:0043005///GO:0060170///GO:0070062///GO:1904813","glucose-6-phosphate isomerase activity///cytokine activity///protein binding///growth factor activity///ubiquitin protein ligase binding///monosaccharide binding///carbohydrate derivative binding","in utero embryonic development///mesoderm formation///positive regulation of immunoglobulin production///carbohydrate metabolic process///gluconeogenesis///glycolytic process///humoral immune response///signal transduction///hemostasis///learning or memory///positive regulation of endothelial cell migration///response to estradiol///response to progesterone///response to testosterone///erythrocyte homeostasis///response to immobilization stress///response to muscle stretch///glucose homeostasis///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///response to morphine///negative regulation of neuron apoptotic process///response to cadmium ion///glucose 6-phosphate metabolic process","extracellular region///nucleoplasm///cytosol///plasma membrane///membrane///secretory granule lumen///neuron projection///ciliary membrane///extracellular exosome///ficolin-1-rich granule lumen"
"PDCD2L",84306,"PDCD2L","programmed cell death 2 like","","protein-coding","ENSG00000126249","active","NC_000019.10","34404398","34426168","positive",1158,"GO:0005515","GO:0006915///GO:0007049","GO:0005737///GO:0016020","protein binding","apoptotic process///cell cycle","cytoplasm///membrane"
"UBA2",10054,"UBA2","ubiquitin like modifier activating enzyme 2","ACCES|ARX|HRIHFB2115|SAE2","protein-coding","ENSG00000126261","active","NC_000019.10","34428176","34471251","positive",4596,"GO:0000287///GO:0005515///GO:0005524///GO:0016740///GO:0019948///GO:0032183///GO:0044388///GO:0044390///GO:0046982","GO:0016925///GO:0032446///GO:0033235","GO:0005654///GO:0005737///GO:0031510","magnesium ion binding///protein binding///ATP binding///transferase activity///SUMO activating enzyme activity///SUMO binding///small protein activating enzyme binding///ubiquitin-like protein conjugating enzyme binding///protein heterodimerization activity","protein sumoylation///protein modification by small protein conjugation///positive regulation of protein sumoylation","nucleoplasm///cytoplasm///SUMO activating enzyme complex"
"ZNF302",55900,"ZNF302","zinc finger protein 302","HSD16|MST154|MSTP154|ZNF135L|ZNF140L|ZNF327","protein-coding","ENSG00000089335","active","NC_000019.10","34677639","34686397","positive",3626,"GO:0000978///GO:0000981///GO:0005515///GO:0046872","GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///protein binding///metal ion binding","regulation of transcription by RNA polymerase II","nucleus"
"ZNF181",339318,"ZNF181","zinc finger protein 181","HHZ181","protein-coding","ENSG00000197841","active","NC_000019.10","34734194","34746483","positive",7063,"GO:0000978///GO:0000981///GO:0046872","GO:0006357","GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///metal ion binding","regulation of transcription by RNA polymerase II","nucleus"
"GRAMD1A",57655,"GRAMD1A","GRAM domain containing 1A","KIAA1533","protein-coding","ENSG00000089351","active","NC_000019.10","34994727","35026471","positive",4127,"GO:0005515///GO:0015485///GO:0032934///GO:0120015///GO:0120020","GO:0006914///GO:0032366///GO:0071397///GO:0120009","GO:0005776///GO:0005789///GO:0005829///GO:0005886///GO:0031234///GO:0031410///GO:0044232///GO:0140268","protein binding///cholesterol binding///sterol binding///sterol transfer activity///cholesterol transfer activity","autophagy///intracellular sterol transport///cellular response to cholesterol///intermembrane lipid transfer","autophagosome///endoplasmic reticulum membrane///cytosol///plasma membrane///extrinsic component of cytoplasmic side of plasma membrane///cytoplasmic vesicle///organelle membrane contact site///endoplasmic reticulum-plasma membrane contact site"
